Subject,Problem,Onset,Answer,Choice,RT,Accurate
361,27,151.013,4,5,48.927,0
361,28,200.642,3,3,11.829,1
361,29,213.191,3,3,10.826,1
361,30,224.724,4,5,60.723,0
361,31,286.152,1,5,51.244,0
361,32,338.115,4,1,11.214,0
361,33,350.047,2,2,24.063,1
361,34,374.829,3,5,20.238,0
361,35,395.777,5,4,15.585,0
362,6,4.562,1,1,5.475,1
362,7,10.741,1,1,2.408,1
362,8,13.856,3,3,4.918,1
362,9,19.486,5,5,8.052,1
362,10,28.247,5,5,9.014,1
362,11,37.974,5,5,5.836,1
362,12,44.519,2,2,8.489,1
362,13,53.714,3,3,6.941,1
362,14,61.359,1,1,4.289,1
362,15,66.355,2,2,7.111,1
362,16,74.167,4,4,4.637,1
362,17,79.514,3,5,7.147,0
362,18,87.375,1,1,3.497,1
362,19,91.589,1,1,7.843,1
362,20,100.133,4,4,17.163,1
362,21,118.006,5,5,7.079,1
362,22,125.8,5,5,8.751,1
362,23,135.261,2,3,5.926,0
362,24,141.89,2,2,8.411,1
362,25,151.018,1,1,9.437,1
362,26,161.161,5,5,20.178,1
362,27,182.048,4,4,18.342,1
362,28,201.102,3,1,17.96,0
362,29,219.773,3,2,26.348,0
362,30,246.839,4,4,23.601,1
362,31,271.157,1,5,23.506,0
362,32,295.375,4,1,18.218,0
362,33,314.296,2,2,52.898,1
362,34,367.911,3,2,19.484,0
362,35,388.098,5,5,34.486,1
364,6,6.89,1,1,4.03,1
364,7,11.623,1,4,2.115,0
364,8,14.44,3,3,2.471,1
364,9,17.623,5,5,3.295,1
364,10,21.622,5,5,6.812,1
364,11,29.138,5,5,3.525,1
364,12,33.372,2,4,3.128,0
364,13,37.204,3,3,8.302,1
364,14,46.22,1,1,3.794,1
364,15,50.72,2,2,2.378,1
364,16,53.803,4,4,11.675,1
364,17,66.186,3,3,4.903,1
364,18,71.802,1,1,2.034,1
364,19,74.552,1,2,9.386,0
364,20,84.651,4,4,5.366,1
364,21,90.734,5,5,5.7,1
364,22,97.15,5,5,4.856,1
364,23,102.716,2,1,5.564,0
364,24,108.982,2,4,5.065,0
364,25,114.748,1,5,7.542,0
364,26,122.998,5,5,16.679,1
364,27,140.38,4,2,10.807,0
364,28,151.895,3,1,7.316,0
364,29,159.928,3,2,17.759,0
364,30,178.393,4,1,5.544,0
364,31,184.643,1,4,2.955,0
364,32,188.309,4,2,1.339,0
364,33,190.359,2,5,1.329,0
364,34,192.392,3,3,0.724,1
364,35,193.826,5,1,1.39,0
365,6,3.962,1,1,3.438,1
365,7,8.109,1,1,3.839,1
365,8,12.656,3,3,4.004,1
365,9,17.37,5,5,2.924,1
365,10,21.001,5,5,4.121,1
365,11,25.831,5,5,4.323,1
365,12,30.861,2,2,2.499,1
365,13,34.075,3,3,4.002,1
365,14,38.789,1,1,4.901,1
365,15,44.402,2,2,4.494,1
365,16,49.599,4,4,8.071,1
365,17,58.376,3,5,4.584,0
365,18,63.673,1,1,5.657,1
365,19,70.036,1,1,6.877,1
365,20,77.614,4,4,7.801,1
365,21,86.125,5,5,13.062,1
365,22,99.9,5,5,4.399,1
365,23,105.013,2,2,9.322,1
365,24,115.04,2,4,10.019,0
365,25,125.766,1,1,9.517,1
365,26,135.993,5,5,6.756,1
365,27,143.455,4,4,12.637,1
365,28,156.796,3,1,6.288,0
365,29,163.792,3,3,13.441,1
365,30,177.949,4,2,40.418,0
365,31,219.073,1,5,33.906,0
365,32,253.684,4,3,9.136,0
365,33,263.527,2,3,18.536,0
365,34,282.765,3,2,19.814,0
365,35,303.285,5,5,18.575,1
366,6,5.246,1,1,3.618,1
366,7,9.579,1,1,2.527,1
366,8,12.812,3,3,3.671,1
366,9,17.195,5,5,6.897,1
366,10,24.794,5,5,6.199,1
366,11,31.71,5,5,3.438,1
366,12,35.86,2,2,4.884,1
366,13,41.46,3,3,7.508,1
366,14,49.676,1,1,5.304,1
366,15,55.692,2,2,8.111,1
366,16,64.508,4,4,5.53,1
366,17,70.741,3,3,5.485,1
366,18,76.94,1,1,3.212,1
366,19,80.856,1,1,9.36,1
366,20,90.922,4,4,23.003,1
366,21,114.637,5,5,7.258,1
366,22,122.603,5,5,10.845,1
366,23,134.152,2,2,11.979,1
366,24,146.835,2,2,11.097,1
366,25,158.634,1,1,9.754,1
366,26,169.099,5,1,9.826,0
366,27,179.632,4,4,10.698,1
366,28,191.031,3,3,19.789,1
366,29,211.53,3,3,54.034,1
366,30,266.275,4,1,137.721,0
366,31,404.698,1,1,28.124,1
366,32,433.529,4,4,17.291,1
366,33,451.527,2,2,52.569,1
366,34,504.806,3,3,81.639,1
366,35,587.15,5,5,87.976,1
367,6,3.37,1,1,2.474,1
367,7,6.552,1,1,2.482,1
367,8,9.75,3,3,5.122,1
367,9,15.579,5,5,6.251,1
367,10,22.541,5,5,3.363,1
367,11,26.622,5,5,2.619,1
367,12,29.953,2,2,3.387,1
367,13,34.051,3,3,2.994,1
367,14,37.748,1,1,4.049,1
367,15,42.512,2,2,2.467,1
367,16,45.693,4,4,3.428,1
367,17,49.824,3,3,4.352,1
367,18,54.887,1,1,2.632,1
367,19,58.235,1,1,5.501,1
367,20,64.448,4,4,11.911,1
367,21,77.073,5,5,6.827,1
367,22,84.601,5,5,6.17,1
367,23,91.48,2,2,6.606,1
367,24,98.792,2,4,7.759,0
367,25,107.253,1,2,9.293,0
367,26,117.264,5,5,10.37,1
367,27,128.34,4,4,13.607,1
367,28,142.664,3,3,21.685,1
367,29,165.066,3,4,13.927,0
367,30,179.707,4,1,25.71,0
367,31,206.123,1,3,11.676,0
367,32,218.515,4,4,9.521,1
367,33,228.742,2,3,29.898,0
367,34,259.356,3,1,56.711,0
367,35,316.768,5,4,19.65,0
368,6,3.392,1,1,3.61,1
368,7,7.706,1,1,2.66,1
368,8,11.07,3,3,1.903,1
368,9,13.685,5,5,3.053,1
368,10,17.45,5,5,2.785,1
368,11,20.947,5,5,2.447,1
368,12,24.095,2,4,1.968,0
368,13,26.777,3,3,3.7,1
368,14,31.191,1,1,3.481,1
368,15,35.388,2,2,2.584,1
368,16,38.686,4,4,2.883,1
368,17,42.284,3,3,3.131,1
368,18,46.131,1,1,7.908,1
368,19,54.742,1,1,14.024,1
368,20,69.483,4,4,9.782,1
368,21,79.976,5,5,6.745,1
368,22,87.438,5,5,6.71,1
368,23,94.85,2,2,9.116,1
368,24,104.677,2,2,3.707,1
368,25,109.091,1,1,8.954,1
368,26,118.751,5,5,5.331,1
368,27,124.797,4,4,12.215,1
368,28,137.722,3,1,9.353,0
368,29,147.782,3,2,15.881,0
368,30,164.372,4,5,23.311,0
368,31,188.39,1,5,16.207,0
368,32,205.312,4,1,12.302,0
368,33,218.32,2,2,4.682,1
368,34,223.717,3,4,6.462,0
368,35,230.895,5,4,12.573,0
369,6,4.327,1,1,2.972,1
369,7,8.01,1,1,2.331,1
369,8,11.06,3,3,2.205,1
369,9,13.993,5,2,4.298,0
369,10,18.993,5,4,9.465,0
369,11,29.175,5,5,7.066,1
369,12,36.958,2,4,2.366,0
369,13,40.041,3,3,5.642,1
369,14,46.391,1,1,3.639,1
369,15,50.74,2,1,2.201,0
369,16,53.657,4,4,4.875,1
369,17,59.24,3,3,10.423,1
369,18,70.372,1,1,2.454,1
369,19,73.538,1,1,6.496,1
369,20,80.755,4,4,9.729,1
369,21,91.187,5,1,4.129,0
369,22,96.037,5,5,5.884,1
369,23,102.636,2,2,6.677,1
369,24,110.019,2,4,3.724,0
369,25,114.469,1,1,11.08,1
369,26,126.268,5,5,10.196,1
369,27,137.183,4,4,14.698,1
369,28,152.599,3,1,17.747,0
369,29,171.048,3,4,12.948,0
369,30,184.713,4,5,10,0
369,31,195.429,1,1,24.76,1
369,32,220.91,4,4,10.61,1
369,33,232.226,2,3,11.883,0
369,34,244.825,3,5,11.759,0
369,35,257.291,5,5,8.647,1
370,6,4.123,1,1,3.362,1
370,7,8.187,1,1,2.563,1
370,8,11.468,3,3,2.058,1
370,9,14.233,5,5,3.017,1
370,10,17.964,5,5,6.423,1
370,11,25.093,5,5,2.637,1
370,12,28.44,2,2,2.71,1
370,13,31.855,3,3,7.138,1
370,14,39.7,1,2,4.158,0
370,15,44.563,2,2,3.515,1
370,16,48.794,4,4,5.795,1
370,17,55.306,3,3,6.6,1
370,18,62.618,1,1,2.729,1
370,19,66.049,1,1,8.445,1
370,20,75.21,4,4,10.891,1
370,21,86.803,5,5,8.987,1
370,22,96.496,5,5,11.761,1
370,23,108.972,2,2,7.145,1
370,24,116.833,2,2,5.945,1
370,25,123.496,1,5,6.494,0
370,26,130.691,5,1,10.49,0
370,27,141.884,4,4,19.313,1
370,28,161.904,3,5,8.064,0
370,29,170.682,3,4,14.07,0
370,30,185.456,4,3,2.58,0
370,31,188.737,1,4,2.223,0
370,32,191.668,4,4,10.807,1
370,33,203.178,2,3,2.062,0
370,34,205.942,3,4,1.621,0
370,35,208.274,5,4,8.245,0
371,6,5.373,1,4,4.325,0
371,7,10.405,1,1,4.341,1
371,8,15.455,3,3,4.718,1
371,9,20.888,5,5,5.147,1
371,10,26.754,5,3,11.129,0
371,11,38.603,5,1,2.924,0
371,12,42.236,2,4,17.24,0
371,13,60.202,3,5,6.373,0
371,14,67.284,1,3,5.994,0
371,15,74,2,4,3.896,0
371,16,78.6,4,5,4.646,0
371,17,83.95,3,3,8.118,1
371,18,92.782,1,4,4.926,0
371,19,98.415,1,5,13.99,0
371,20,113.114,4,4,14.74,1
371,21,128.563,5,1,10.135,0
371,22,139.412,5,3,6.136,0
371,23,146.261,2,1,11.688,0
371,24,158.661,2,4,15.362,0
371,25,174.743,1,1,8.656,1
371,26,184.109,5,2,6.687,0
371,27,191.508,4,4,18.847,1
371,28,211.073,3,4,7.146,0
371,29,218.922,3,4,9.889,0
371,30,229.522,4,1,5.543,0
371,31,235.788,1,2,5.875,0
371,32,242.387,4,5,11.853,0
371,33,254.953,2,2,4.416,1
371,34,260.086,3,3,4.242,1
371,35,265.035,5,4,3.634,0
372,6,6.486,1,1,3.779,1
372,7,10.969,1,1,3.948,1
372,8,15.619,3,3,4.694,1
372,9,21.018,5,5,6.158,1
372,10,27.884,5,5,12.884,1
372,11,41.483,5,5,3.104,1
372,12,45.3,2,2,7.468,1
372,13,53.482,3,3,9.16,1
372,14,63.348,1,1,10.934,1
372,15,74.997,2,2,7.449,1
372,16,83.163,4,4,7.406,1
372,17,91.279,3,3,9.773,1
372,18,101.762,1,1,5.276,1
372,19,107.745,1,1,10.477,1
372,20,118.927,4,4,32.55,1
372,21,152.191,5,5,12.363,1
372,22,165.257,5,5,14.978,1
372,23,180.939,2,2,8.825,1
372,24,190.472,2,2,18.68,1
372,25,209.853,1,1,16.309,1
372,26,226.869,5,5,18.587,1
372,27,246.167,4,4,15.509,1
372,28,262.383,3,3,24.638,1
372,29,287.731,3,3,50.455,1
372,30,338.893,4,4,66.689,1
372,31,406.288,1,3,117.086,0
372,32,524.079,4,4,20.496,1
372,33,545.277,2,2,35.549,1
372,34,581.541,3,3,59.15,1
372,35,641.403,5,3,41.948,0
373,6,6.401,1,1,6.128,1
373,7,13.246,1,1,3.827,1
373,8,17.777,3,3,5.07,1
373,9,23.556,5,5,7.088,1
373,10,31.351,5,5,16.637,1
373,11,48.69,5,5,7.536,1
373,12,56.935,2,2,7.454,1
373,13,65.096,3,3,6.042,1
373,14,71.842,1,1,12.414,1
373,15,84.967,2,2,11.496,1
373,16,97.175,4,4,15.048,1
373,17,112.932,3,5,9.069,0
373,18,122.709,1,1,2.757,1
373,19,126.173,1,1,43.197,1
373,20,170.079,4,4,12.927,1
373,21,183.72,5,5,9.738,1
373,22,194.163,5,5,8.331,1
373,23,203.207,2,2,13.388,1
373,24,217.298,2,2,17.443,1
373,25,235.453,1,2,8.496,0
373,26,244.664,5,5,50.105,1
373,27,295.481,4,4,13.804,1
373,28,309.988,3,3,35.099,1
373,29,345.799,3,4,20.7,0
373,30,367.201,4,3,20.122,0
373,31,388.038,1,5,45.693,0
373,32,434.441,4,3,18.627,0
373,33,453.779,2,4,27.82,0
373,34,482.31,3,4,19.036,0
373,35,502.064,5,4,12.34,0
374,6,4.085,1,1,2.729,1
374,7,7.516,1,2,1.779,0
374,8,9.998,3,1,1.884,0
374,9,12.596,5,5,3.969,1
374,10,17.276,5,5,3.539,1
374,11,21.523,5,5,3.124,1
374,12,25.354,2,2,3.996,1
374,13,30.068,3,3,2.923,1
374,14,33.699,1,1,3.262,1
374,15,37.663,2,2,4.162,1
374,16,42.527,4,4,3.469,1
374,17,46.707,3,3,7.205,1
374,18,54.619,1,1,8.303,1
374,19,63.63,1,1,8.025,1
374,20,72.357,4,4,9.334,1
374,21,82.401,5,5,8.191,1
374,22,91.295,5,3,8.507,0
374,23,100.506,2,2,6.893,1
374,24,108.101,2,2,6.193,1
374,25,114.996,1,1,6.467,1
374,26,122.175,5,5,6.796,1
374,27,129.687,4,4,22.792,1
374,28,153.189,3,3,12.097,1
374,29,165.997,3,2,15.714,0
374,30,182.42,4,1,17.242,0
374,31,200.375,1,5,28.781,0
374,32,229.873,4,3,8.819,0
374,33,239.399,2,2,20.903,1
374,34,261.019,3,5,29.474,0
374,35,291.2,5,3,26.187,0
375,6,3.795,1,1,2.894,1
375,7,7.393,1,1,2.672,1
375,8,10.774,3,3,1.889,1
375,9,13.372,5,5,2.535,1
375,10,16.62,5,5,7.488,1
375,11,24.815,5,5,3.058,1
375,12,28.579,2,2,4.395,1
375,13,33.676,3,3,4.273,1
375,14,38.656,1,1,4.837,1
375,15,44.203,2,2,3.261,1
375,16,48.167,4,4,3.445,1
375,17,52.314,3,5,3.129,0
375,18,56.145,1,1,6.772,1
375,19,63.623,1,1,13.249,1
375,20,77.581,4,4,6.944,1
375,21,85.226,5,5,7.952,1
375,22,93.887,5,5,7.951,1
375,23,102.548,2,2,11.363,1
375,24,114.624,2,2,15.339,1
375,25,130.68,1,2,19.627,0
375,26,151.017,5,5,11.144,1
375,27,162.876,4,4,10.746,1
375,28,174.335,3,1,10.442,0
375,29,185.478,3,1,31.302,0
375,30,217.491,4,1,30.004,0
375,31,248.204,1,3,42.491,0
375,32,291.41,4,3,30.412,0
375,33,322.54,2,5,30.125,0
375,34,353.37,3,4,36.25,0
375,35,390.329,5,3,55.183,0
376,6,6.07,1,1,4.547,1
376,7,11.32,1,1,3.277,1
376,8,15.303,3,3,2.341,1
376,9,18.353,5,5,3.342,1
376,10,22.402,5,5,3.898,1
376,11,27.002,5,5,3.248,1
376,12,30.952,2,2,2.369,1
376,13,34.035,3,3,4.048,1
376,14,38.784,1,1,4.218,1
376,15,43.717,2,2,2.618,1
376,16,47.05,4,4,3.832,1
376,17,51.6,3,5,2.959,0
376,18,55.266,1,1,4.5,1
376,19,60.483,1,1,10.851,1
376,20,72.048,4,4,12.587,1
376,21,85.347,5,5,6.229,1
376,22,92.28,5,5,8.398,1
376,23,101.396,2,2,9.572,1
376,24,111.679,2,2,8.767,1
376,25,121.161,1,2,8.794,0
376,26,130.66,5,5,14.822,1
376,27,146.193,4,5,58.442,0
376,28,205.338,3,1,12.136,0
376,29,218.187,3,4,18.872,0
376,30,237.769,4,2,38.015,0
376,31,276.499,1,5,21.913,0
376,32,299.114,4,3,35.548,0
376,33,335.378,2,5,20.93,0
376,34,357.009,3,2,43.72,0
376,35,401.439,5,3,64.35,0
377,6,3.818,1,1,2.834,1
377,7,7.366,1,1,2.65,1
377,8,10.73,3,3,3.358,1
377,9,14.794,5,5,4.785,1
377,10,20.291,5,5,3.601,1
377,11,24.605,5,5,2.617,1
377,12,27.936,2,2,4.149,1
377,13,32.799,3,3,5.121,1
377,14,38.629,1,1,6.23,1
377,15,45.574,2,2,4.872,1
377,16,51.154,4,4,6.206,1
377,17,58.066,3,3,9.102,1
377,18,67.877,1,1,3.436,1
377,19,72.024,1,1,8.468,1
377,20,81.201,4,4,9.997,1
377,21,91.911,5,5,9.667,1
377,22,102.288,5,5,9.811,1
377,23,112.814,2,2,8.003,1
377,24,121.525,2,2,9.379,1
377,25,131.619,1,1,12.045,1
377,26,144.377,5,5,8.752,1
377,27,153.838,4,4,10.101,1
377,28,164.648,3,3,13.106,1
377,29,178.455,3,4,21.955,0
377,30,201.124,4,4,24.57,1
377,31,226.408,1,1,37.534,1
377,32,264.65,4,4,16.377,1
377,33,281.739,2,5,20.566,0
377,34,303.008,3,3,16.082,1
377,35,319.798,5,3,20.698,0
378,6,3.442,1,1,2.667,1
378,7,6.823,1,1,2.242,1
378,8,9.771,3,3,2.207,1
378,9,12.686,5,5,2.379,1
378,10,15.767,5,5,5.619,1
378,11,22.097,5,5,3.645,1
378,12,26.444,2,2,3.841,1
378,13,30.991,3,3,7.164,1
378,14,38.869,1,1,3.595,1
378,15,43.166,2,2,3.185,1
378,16,47.064,4,4,3.327,1
378,17,51.095,3,5,4.786,0
378,18,56.591,1,1,7.066,1
378,19,64.369,1,5,10.775,0
378,20,75.862,4,4,4.979,1
378,21,81.558,5,5,11.949,1
378,22,94.217,5,5,6.209,1
378,23,101.129,2,2,7.337,1
378,24,109.174,2,2,12.81,1
378,25,122.698,1,5,8.566,0
378,26,131.976,5,5,17.072,1
378,27,149.764,4,4,10.442,1
378,28,160.924,3,1,8.039,0
378,29,169.668,3,3,23.148,1
378,30,193.52,4,4,17.826,1
378,31,212.058,1,3,25.969,0
378,32,238.74,4,3,8.689,0
378,33,248.134,2,3,16.887,0
378,34,265.74,3,1,44.076,0
378,35,310.527,5,3,19.909,0
379,6,5.485,1,1,3.465,1
379,7,9.668,1,1,3.435,1
379,8,13.818,3,3,3.118,1
379,9,17.651,5,5,3.459,1
379,10,21.817,5,5,3.82,1
379,11,26.367,5,5,3.485,1
379,12,30.566,2,2,5.457,1
379,13,36.732,3,3,11.52,1
379,14,48.965,1,1,4.555,1
379,15,54.231,2,2,4.183,1
379,16,59.131,4,4,5.094,1
379,17,64.93,3,3,8.88,1
379,18,74.513,1,1,5.139,1
379,19,80.362,1,1,11.563,1
379,20,92.645,4,4,13.934,1
379,21,107.294,5,5,18.619,1
379,22,126.625,5,2,14.172,0
379,23,141.508,2,2,11.206,1
379,24,153.423,2,2,9.074,1
379,25,163.222,1,1,13.229,1
379,26,177.155,5,5,18.215,1
379,27,196.087,4,4,71.761,1
379,28,268.564,3,3,27.672,1
379,29,296.945,3,3,33.721,1
379,30,331.376,4,1,129.478,0
379,31,461.566,1,1,81.439,1
379,32,543.726,4,5,28.033,0
379,33,572.474,2,2,67.527,1
379,34,640.718,3,5,43.146,0
379,35,684.582,5,5,78.997,1
380,6,4.127,1,1,3.81,1
380,7,8.643,1,1,3.025,1
380,8,12.376,3,3,2.523,1
380,9,15.609,5,2,3.971,0
380,10,20.292,5,5,8.242,1
380,11,29.241,5,5,4.643,1
380,12,34.591,2,2,5.198,1
380,13,40.491,3,3,7.129,1
380,14,48.323,1,1,4.969,1
380,15,54.006,2,2,5.66,1
380,16,60.372,4,4,4.807,1
380,17,65.889,3,3,5.541,1
380,18,72.138,1,1,2.513,1
380,19,75.355,1,1,7.545,1
380,20,83.604,4,4,5.425,1
380,21,89.737,5,5,8.491,1
380,22,98.936,5,5,9.21,1
380,23,108.852,2,4,11.635,0
380,24,121.201,2,1,3.704,0
380,25,125.617,1,1,6.48,1
380,26,132.8,5,5,15.905,1
380,27,149.415,4,4,16.21,1
380,28,166.331,3,3,14.766,1
380,29,181.813,3,2,16.895,0
380,30,199.412,4,1,15.53,0
380,31,215.644,1,1,17.239,1
380,32,233.592,4,1,7.417,0
380,33,241.725,2,3,19.111,0
380,34,261.54,3,5,17.293,0
380,35,279.539,5,3,13.817,0
381,6,5.512,1,1,3.669,1
381,7,9.895,1,1,4.137,1
381,8,14.745,3,3,3.612,1
381,9,19.061,5,2,3.109,0
381,10,22.878,5,5,5.668,1
381,11,29.26,5,5,2.366,1
381,12,32.344,2,2,2.915,1
381,13,35.977,3,3,5.057,1
381,14,41.743,1,1,3.628,1
381,15,46.076,2,2,5.184,1
381,16,51.975,4,4,6.786,1
381,17,59.475,3,3,7.322,1
381,18,67.507,1,1,2.761,1
381,19,70.974,1,5,13.285,0
381,20,84.973,4,4,13.024,1
381,21,98.705,5,5,10.84,1
381,22,110.254,5,5,14.878,1
381,23,125.836,2,2,13.535,1
381,24,140.085,2,3,16.403,0
381,25,157.201,1,1,13.035,1
381,26,170.95,5,5,18.403,1
381,27,190.065,4,2,21.129,0
381,28,211.896,3,3,25.655,1
381,29,238.261,3,3,23.432,1
381,30,262.409,4,1,36.039,0
381,31,299.156,1,1,57.906,1
381,32,357.769,4,4,31.985,1
381,33,390.466,2,2,29.973,1
381,34,421.147,3,1,30.66,0
381,35,452.511,5,5,38.104,1
382,6,4.54,1,1,3.487,1
382,7,8.738,1,1,4.22,1
382,8,13.668,3,3,4.571,1
382,9,18.948,5,5,4.762,1
382,10,24.411,5,5,6.772,1
382,11,31.889,5,5,3.436,1
382,12,36.037,2,2,5.319,1
382,13,42.066,3,3,6.019,1
382,14,48.795,1,1,4.203,1
382,15,53.708,2,2,4.826,1
382,16,59.238,4,4,5.671,1
382,17,65.617,3,3,9.304,1
382,18,75.628,1,1,8.749,1
382,19,85.088,1,1,6.936,1
382,20,92.733,4,4,14.787,1
382,21,108.223,5,5,9.677,1
382,22,118.616,5,5,8.458,1
382,23,127.777,2,2,7.671,1
382,24,136.155,2,2,14.571,1
382,25,151.429,1,2,7.476,0
382,26,159.607,5,5,15.715,1
382,27,176.03,4,4,32.341,1
382,28,209.075,3,3,22.772,1
382,29,232.56,3,3,21.162,1
382,30,254.429,4,3,111.768,0
382,31,366.906,1,1,15.241,1
382,32,382.862,4,4,15.108,1
382,33,398.685,2,2,22.532,1
382,34,421.92,3,3,70.809,1
382,35,493.441,5,5,92.869,1
383,6,3.998,1,4,2.023,0
383,7,6.731,1,1,2.132,1
383,8,9.581,3,1,1.806,0
383,9,12.098,5,5,2.589,1
383,10,15.397,5,5,2.618,1
383,11,18.73,5,5,2.163,1
383,12,21.597,2,2,2.413,1
383,13,24.713,3,3,4.938,1
383,14,30.363,1,1,5.082,1
383,15,36.162,2,2,4.095,1
383,16,40.979,4,4,3.567,1
383,17,45.262,3,5,3.168,0
383,18,49.145,1,1,2.997,1
383,19,52.861,1,1,5.113,1
383,20,58.677,4,5,11.883,0
383,21,71.276,5,5,9.989,1
383,22,81.976,5,5,7.382,1
383,23,90.075,2,2,9.506,1
383,24,100.291,2,2,9.168,1
383,25,110.173,1,5,13.63,0
383,26,124.522,5,5,12.546,1
383,27,137.771,4,3,7.524,0
383,28,146.004,3,1,7.431,0
383,29,154.137,3,2,6.997,0
383,30,161.836,4,1,13.606,0
383,31,176.152,1,1,34.223,1
383,32,211.083,4,1,17.44,0
383,33,229.231,2,1,48.145,0
383,34,278.094,3,2,36.887,0
383,35,315.691,5,3,52.402,0
520,6,4.975,1,1,3.32,1
520,7,9.008,1,1,2.463,1
520,8,12.175,3,3,3.367,1
520,9,16.258,5,5,4.327,1
520,10,21.291,5,5,3.578,1
520,11,25.574,5,5,4.899,1
520,12,31.173,2,2,3.572,1
520,13,35.456,3,3,4.479,1
520,14,40.639,1,1,8.321,1
520,15,49.672,2,2,3.725,1
520,16,54.105,4,4,3.66,1
520,17,58.471,3,3,4.686,1
520,18,63.871,1,1,2.83,1
520,19,67.404,1,1,10.459,1
520,20,78.569,4,4,7.297,1
520,21,86.569,5,5,7.321,1
520,22,94.601,5,5,10.078,1
520,23,105.384,2,2,7.921,1
520,24,114.017,2,2,9.878,1
520,25,124.599,1,2,7.863,0
520,26,133.165,5,5,15.004,1
520,27,148.881,4,4,14.579,1
520,28,164.163,3,3,23.665,1
520,29,188.544,3,3,24.127,1
520,30,213.376,4,1,38.254,0
520,31,252.339,1,1,86.116,1
520,32,339.166,4,3,11.076,0
520,33,350.948,2,1,108.594,0
520,34,460.256,3,3,165.101,1
520,35,626.06,5,3,115.519,0
521,6,3.791,1,1,3.338,1
521,7,7.841,1,1,2.905,1
521,8,11.457,3,3,2.098,1
521,9,14.257,5,5,4.248,1
521,10,19.223,5,5,6.063,1
521,11,25.99,5,5,3.527,1
521,12,30.239,2,2,3.197,1
521,13,34.156,3,3,5.328,1
521,14,40.205,1,1,3.4,1
521,15,44.321,2,2,2.437,1
521,16,47.471,4,4,4.469,1
521,17,52.654,3,3,5.321,1
521,18,58.687,1,1,2.019,1
521,19,61.42,1,1,4.809,1
521,20,66.953,4,4,12.171,1
521,21,79.835,5,5,7.376,1
521,22,87.918,5,3,6.988,0
521,23,95.617,2,2,7.737,1
521,24,104.067,2,2,4.358,1
521,25,109.133,1,5,6.834,0
521,26,116.682,5,5,10.678,1
521,27,128.065,4,4,7.534,1
521,28,136.314,3,1,8.042,0
521,29,145.08,3,5,8.607,0
521,30,154.396,4,4,16.579,1
521,31,171.678,1,5,19.367,0
521,32,191.76,4,3,6.531,0
521,33,199.009,2,3,10.775,0
521,34,210.492,3,5,18.683,0
521,35,229.89,5,4,13.452,0
522,6,3.597,1,1,3.548,1
522,7,7.86,1,1,2.96,1
522,8,11.525,3,3,2.199,1
522,9,14.439,5,5,3.222,1
522,10,18.37,5,5,5.225,1
522,11,24.3,5,1,2.037,0
522,12,27.048,2,2,6.367,1
522,13,34.127,3,3,4.21,1
522,14,39.04,1,1,7.167,1
522,15,46.918,2,2,2.323,1
522,16,49.95,4,4,5.038,1
522,17,55.696,3,3,14.082,1
522,18,70.487,1,1,1.96,1
522,19,73.151,1,1,3.802,1
522,20,77.665,4,4,7.15,1
522,21,85.527,5,1,7.186,0
522,22,93.422,5,3,6.185,0
522,23,100.317,2,2,11.435,1
522,24,112.459,2,2,18.478,1
522,25,131.647,1,1,22.615,1
522,26,154.965,5,5,17.666,1
522,27,173.337,4,4,30.198,1
522,28,204.25,3,3,20.801,1
522,29,225.753,3,3,27.692,1
522,30,254.151,4,4,33.592,1
522,31,288.445,1,4,52.7,0
522,32,341.861,4,4,31.404,1
522,33,373.973,2,5,22.243,0
522,34,396.925,3,5,23.107,0
522,35,420.743,5,4,31.314,0
523,6,4.266,1,1,5.079,1
523,7,10.049,1,1,2.1,1
523,8,12.866,3,3,2.027,1
523,9,15.599,5,5,5.59,1
523,10,21.898,5,5,4.132,1
523,11,26.731,5,5,2.598,1
523,12,30.031,2,2,4.099,1
523,13,34.847,3,3,4.712,1
523,14,40.263,1,1,2.755,1
523,15,43.73,2,2,4.483,1
523,16,48.929,4,4,3.517,1
523,17,53.162,3,3,3.382,1
523,18,57.245,1,1,2.082,1
523,19,60.045,1,1,11.049,1
523,20,71.811,4,2,4.37,0
523,21,76.894,5,5,11.187,1
523,22,88.793,5,3,3.436,0
523,23,92.943,2,3,5.134,0
523,24,98.792,2,2,6.383,1
523,25,105.892,1,2,3.442,0
523,26,110.041,5,5,9.525,1
523,27,120.274,4,5,19.577,0
523,28,140.556,3,3,8.012,1
523,29,149.271,3,3,11.918,1
523,30,161.904,4,3,27.932,0
523,31,190.552,1,4,27.963,0
523,32,219.233,4,2,24.795,0
523,33,244.731,2,3,45.021,0
523,34,290.46,3,5,30.087,0
523,35,321.258,5,3,28.033,0
524,6,5.415,1,1,6.096,1
524,7,12.228,1,1,4.19,1
524,8,17.125,3,3,4.269,1
524,9,22.105,5,5,7.698,1
524,10,30.516,5,5,6.775,1
524,11,37.994,5,5,3.324,1
524,12,42.025,2,2,5.702,1
524,13,48.438,3,3,7.843,1
524,14,56.982,1,1,4.966,1
524,15,62.662,2,2,5.392,1
524,16,68.758,4,4,8.326,1
524,17,77.785,3,3,16.155,1
524,18,94.658,1,1,4.548,1
524,19,99.921,1,1,15.483,1
524,20,116.111,4,4,12.424,1
524,21,129.252,5,5,16.113,1
524,22,146.075,5,5,7.487,1
